NO,2013,6-Jun-13,SANTA BARBARA,42S04N25W07,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,4684.6754,MINERAL OIL,4590.981892,220,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W24,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,319.4097,MINERAL OIL,313.021506,15,A,A
NO,2013,24-May-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,30,A,A
NO,2013,18-Jun-13,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,106.4699,MINERAL OIL,104.340502,5,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,20,A,A
NO,2013,25-Jun-13,SANTA BARBARA,42S05N30W19,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,42.304,MINERAL OIL,41.45792,5.3,A,A
NO,2013,23-May-13,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,20,A,A
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,10,A,A
NO,2013,2-Jul-13,SANTA BARBARA,42S04N25W18,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,45,A,A
NO,2013,24-May-13,SANTA BARBARA,42S05N28W34,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,2129.3979,MINERAL OIL,2086.809942,100,A,A
NO,2013,24-May-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,851.7592,MINERAL OIL,834.724016,40,A,A
NO,2013,18-Jun-13,SANTA BARBARA,42S05N28W34,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1809.9882,MINERAL OIL,1773.788436,85,A,A
NO,2013,28-May-13,SANTA BARBARA,42S05N27W32,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,553.6435,MINERAL OIL,542.57063,26,A,A
NO,2013,20-Jun-13,SANTA BARBARA,42S04N28W09,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,70.9799,MINERAL OIL,69.560302,1,A,G
NO,2013,25-Jun-13,SANTA BARBARA,42S05N30W19,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,487.1353,MINERAL OIL,477.392594,61,A,A
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,70.9799,MINERAL OIL,69.560302,5,A,A
NO,2013,21-May-13,SANTA BARBARA,42S04N28W06,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1703.5183,MINERAL OIL,1669.447934,80,A,A
NO,2013,28-Jun-13,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,106.4699,MINERAL OIL,104.340502,5,A,G
NO,2013,6-Jun-13,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,2768.2173,MINERAL OIL,2712.852954,130,A,A
NO,2013,8-Jul-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,340.7037,MINERAL OIL,333.889626,16,A,A
NO,2013,22-May-13,SANTA BARBARA,42S04N26W16,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,958.2291,MINERAL OIL,939.064518,45,A,A
NO,2013,8-Jul-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,340.7037,MINERAL OIL,333.889626,16,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N29W09,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,6068.784,MINERAL OIL,5947.40832,285,A,A
NO,2013,7-Jun-13,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,766.5832,MINERAL OIL,751.251536,96,A,A
NO,2013,29-May-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,30,A,A
NO,2013,22-May-13,SANTA BARBARA,42S04N29W10,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1703.5183,MINERAL OIL,1669.447934,80,A,A
NO,2013,31-May-13,SANTA BARBARA,42S05N29W33,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,20,A,A
NO,2013,24-May-13,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,745.2893,MINERAL OIL,730.383514,35,A,A
NO,2013,21-Jun-13,SANTA BARBARA,42S05N31W26,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,2484.2976,MINERAL OIL,2434.611648,350,A,A
NO,2013,14-Jun-13,SANTA BARBARA,42S05N30W36,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1541.1872,MINERAL OIL,1510.363456,193,A,A
NO,2013,3-Jun-13,SANTA BARBARA,42S04N26W12,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1064.699,MINERAL OIL,1043.40502,50,A,A
NO,2013,24-Jun-13,SANTA BARBARA,42S04N25W07,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1064.699,MINERAL OIL,1043.40502,50,A,A
NO,2013,11-Jun-13,SANTA BARBARA,42S04N26W11,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,4,A,G
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,340.7037,MINERAL OIL,333.889626,7,A,G
NO,2013,6-Jun-13,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,351.3507,MINERAL OIL,344.323686,33,A,G
NO,2013,11-Sep-13,SANTA BARBARA,42S04N26W15,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,70.9799,MINERAL OIL,69.560302,3.5,A,G
NO,2013,11-Jul-13,SANTA BARBARA,42S04N26W15,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,354.8997,MINERAL OIL,347.801706,7,A,G
NO,2013,17-Jul-13,SANTA BARBARA,42S05N30W32,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,70.9799,MINERAL OIL,69.560302,2,A,G
NO,2013,2-Jul-13,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,106.4699,MINERAL OIL,104.340502,5,A,G
NO,2013,2-Jul-13,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,21.294,MINERAL OIL,20.86812,2,A,G
NO,2013,1-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,254.8844,MINERAL OIL,249.786712,8.5,A,G
NO,2013,1-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,425.2798,MINERAL OIL,416.774204,10,A,G
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,5,A,A
NO,2013,12-Jun-13,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,312.3117,MINERAL OIL,306.065466,11,A,A
NO,2013,28-May-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,411.6836,MINERAL OIL,403.449928,14.5,A,A
NO,2013,12-Jun-13,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,5,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,212.9398,MINERAL OIL,208.681004,15,A,A
NO,2013,20-Jun-13,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,383.2916,MINERAL OIL,375.625768,13.5,A,A
NO,2013,28-May-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,85.1759,MINERAL OIL,83.472382,3,A,G
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,5,A,A
NO,2013,19-Jun-13,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,1419.5986,MINERAL OIL,1391.206628,100,A,A
NO,2013,30-Sep-13,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,12,A,G
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,15,A,A
NO,2013,20-Jun-13,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,709.7993,MINERAL OIL,695.603314,25,A,A
NO,2013,21-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,596.2314,MINERAL OIL,584.306772,42,A,A
NO,2013,21-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,85.1759,MINERAL OIL,83.472382,3,A,A
NO,2013,6-Jun-13,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,53.2349,MINERAL OIL,52.170202,2.5,A,G
NO,2013,29-May-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,482.6635,MINERAL OIL,473.01023,17,A,A
NO,2013,28-May-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,1490.5785,MINERAL OIL,1460.76693,70,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,3.549,MINERAL OIL,3.47802,0.5,A,G
NO,2013,29-May-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,567.8394,MINERAL OIL,556.482612,20,A,A
NO,2013,29-May-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,30,A,A
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,553.6435,MINERAL OIL,542.57063,26,A,A
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,113.5679,MINERAL OIL,111.296542,8,A,A
NO,2013,29-May-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,56.7839,MINERAL OIL,55.648222,2,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,170.2099,MINERAL OIL,166.805702,11,A,G
NO,2013,25-Jun-13,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,212.9398,MINERAL OIL,208.681004,7.5,A,G
NO,2013,8-Jul-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,170.3518,MINERAL OIL,166.944764,6,A,A
NO,2013,29-May-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,21.294,MINERAL OIL,20.86812,1,A,A
NO,2013,21-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,227.1358,MINERAL OIL,222.593084,16,A,A
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,170.3518,MINERAL OIL,166.944764,6,A,A
NO,2013,6-Jun-13,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,75.9485,MINERAL OIL,74.42953,5,A,G
NO,2013,28-May-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,241.3318,MINERAL OIL,236.505164,8.5,A,A
NO,2013,28-May-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,1078.8949,MINERAL OIL,1057.317002,38,A,A
NO,2013,12-Jun-13,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,170.3518,MINERAL OIL,166.944764,6,A,A
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,210.8104,MINERAL OIL,206.594192,9,A,G
NO,2013,29-May-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,198.7438,MINERAL OIL,194.768924,7,A,A
NO,2013,21-Jun-13,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,57.8235,MINERAL OIL,56.66703,4,A,A
NO,2013,10-Sep-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,144.5588,MINERAL OIL,141.667624,8,A,G
NO,2013,18-Sep-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,126.489,MINERAL OIL,123.95922,7,A,G
NO,2013,31-May-13,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,130.1029,MINERAL OIL,127.500842,10,A,G
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,57.0285,MINERAL OIL,55.88793,5.26,A,A
NO,2013,1-Jul-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,144.5588,MINERAL OIL,141.667624,10,A,G
NO,2013,15-Aug-13,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,42.5003,MINERAL OIL,41.650294,2.25,A,G
NO,2013,6-Sep-13,SANTA BARBARA,42S04N25W25,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,173.4706,MINERAL OIL,170.001188,6,A,G
NO,2013,4-Jun-13,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,65.0515,MINERAL OIL,63.75047,4.5,A,G
NO,2013,31-May-13,SANTA BARBARA,42S05N28W36,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,180.6985,MINERAL OIL,177.08453,5,A,G
NO,2013,3-Jun-13,SANTA BARBARA,42S04N25W10,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,325.2573,MINERAL OIL,318.752154,30,A,A
NO,2013,28-Jun-13,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,72.2794,MINERAL OIL,70.833812,5,A,G
NO,2013,5-Jun-13,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,890.2655,MINERAL OIL,872.46019,54.74,A,A
NO,2013,10-Jun-13,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,275.9271,MINERAL OIL,270.408558,9,A,G
NO,2013,28-Aug-13,SANTA BARBARA,42S10N32W31,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,401.3747,MINERAL OIL,393.347206,27.82,A,A
NO,2013,11-Jun-13,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,72.1378,MINERAL OIL,70.695044,3,A,G
NO,2013,7-Jun-13,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,346.2614,MINERAL OIL,339.336172,12,A,G
NO,2013,20-Jun-13,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,324.6201,MINERAL OIL,318.127698,15,A,A
NO,2013,13-Jun-13,SANTA BARBARA,42S04N28W23,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,36.0689,MINERAL OIL,35.347522,1,A,G
NO,2013,1-Oct-13,SANTA BARBARA,42S04N25W25,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,1.8034,MINERAL OIL,1.767332,1,A,G
NO,2013,12-Jun-13,SANTA BARBARA,42S04N28W08,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,162.3101,MINERAL OIL,159.063898,6,A,G
NO,2013,24-Jun-13,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,1370.6182,MINERAL OIL,1343.205836,49,A,G
N/A,2013,7-Oct-13,SANTA BARBARA,42S10N34W36,"BEAN, BROAD (FAVA, HORSE BEAN) (ALL/UNSPEC)",PHT CROP OIL CONCENTRATE CA,14.5775,N/A,N/A,7,A,G
N/A,2013,4-Jul-13,SANTA BARBARA,42S10N34W36,"BEAN, BROAD (FAVA, HORSE BEAN) (ALL/UNSPEC)",PHT CROP OIL CONCENTRATE CA,6.2475,N/A,N/A,3,A,G
N/A,2013,7-Oct-13,SANTA BARBARA,42S10N34W36,"BEAN, BROAD (FAVA, HORSE BEAN) (ALL/UNSPEC)",PHT CROP OIL CONCENTRATE CA,1332.8,N/A,N/A,5,A,G
N/A,2013,11-Jul-13,SANTA BARBARA,42S10N34W36,"BEAN, BROAD (FAVA, HORSE BEAN) (ALL/UNSPEC)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2013,26-Jul-13,SANTA BARBARA,42S10N34W36,"BEAN, BROAD (FAVA, HORSE BEAN) (ALL/UNSPEC)",PHT CROP OIL CONCENTRATE CA,6.2475,N/A,N/A,3,A,G
N/A,2013,22-Jul-13,SANTA BARBARA,42S10N34W36,"BEAN, BROAD (FAVA, HORSE BEAN) (ALL/UNSPEC)",PHT CROP OIL CONCENTRATE CA,6.2475,N/A,N/A,3,A,G
N/A,2013,11-Jun-13,SANTA BARBARA,42S10N34W06,BEANS (ALL OR UNSPEC),MONTEREY CROP OIL,9.8612,N/A,N/A,11,A,G
N/A,2013,13-Jun-13,SANTA BARBARA,42S10N34W06,BEANS (ALL OR UNSPEC),MONTEREY CROP OIL,13.4602,N/A,N/A,15,A,G
N/A,2013,11-Jun-13,SANTA BARBARA,42S10N34W06,BEANS (ALL OR UNSPEC),MONTEREY CROP OIL,10.0771,N/A,N/A,11.2,A,G
N/A,2013,24-Jun-13,SANTA BARBARA,42S10N34W06,BEANS (ALL OR UNSPEC),MONTEREY CROP OIL,9.9332,N/A,N/A,11,A,G
N/A,2013,24-Jun-13,SANTA BARBARA,42S10N34W06,BEANS (ALL OR UNSPEC),MONTEREY CROP OIL,9.9332,N/A,N/A,11,A,G
N/A,2013,24-Jun-13,SANTA BARBARA,42S10N34W06,BEANS (ALL OR UNSPEC),MONTEREY CROP OIL,12.5964,N/A,N/A,14,A,G
N/A,2013,6-Jul-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2013,22-Jul-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2013,27-May-13,SANTA BARBARA,42S10N34W36,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2013,10-May-13,SANTA BARBARA,42S10N34W36,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2013,12-Jun-13,SANTA BARBARA,42S10N34W36,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2013,15-Jul-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2013,10-May-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2013,20-Jun-13,SANTA BARBARA,42S10N34W36,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2013,21-Aug-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2013,26-Aug-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,9.4129,N/A,N/A,4.5,A,G
N/A,2013,31-Jul-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,18.9924,N/A,N/A,5.7,A,G
N/A,2013,6-Jul-13,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
NO,2013,23-Dec-13,SANTA BARBARA,42S08N31W34,BLACKBERRY,K-PAM HL,6782.3526,POTASSIUM N-METHYLDITHIOCARBAMATE,3662.470404,16,A,G
NO,2013,6-Apr-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,270.0359,MINERAL OIL,262.2048589,18.68,A,G
NO,2013,4-May-13,SANTA BARBARA,42S07N33W26,BLACKBERRY,ORGANIC JMS STYLET-OIL,195.1544,MINERAL OIL,189.4949224,18,A,G
NO,2013,10-Sep-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,124.8988,MINERAL OIL,121.2767348,8.64,A,G
NO,2013,20-Apr-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,171.5913,MINERAL OIL,166.6151523,11.87,A,G
NO,2013,23-May-13,SANTA BARBARA,42S07N33W26,BLACKBERRY,ORGANIC JMS STYLET-OIL,195.1544,MINERAL OIL,189.4949224,18,A,G
NO,2013,8-Mar-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,74.4478,MINERAL OIL,72.2888138,5.15,A,G
NO,2013,4-Apr-13,SANTA BARBARA,42S07N33W26,BLACKBERRY,ORGANIC JMS STYLET-OIL,195.1544,MINERAL OIL,189.4949224,18,A,G
NO,2013,25-May-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,270.0359,MINERAL OIL,262.2048589,18.68,A,G
NO,2013,4-Aug-13,SANTA BARBARA,42S07N33W26,BLACKBERRY,ORGANIC JMS STYLET-OIL,195.1544,MINERAL OIL,189.4949224,18,A,G
NO,2013,3-Aug-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,97.1435,MINERAL OIL,94.3263385,6.72,A,G
NO,2013,3-Aug-13,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,86.7353,MINERAL OIL,84.2199763,6,A,G
