ADJUVANT,YEAR,DATE,COUNTY_NAME,COMTRS,SITE_NAME,PRODUCT_NAME,POUNDS_PRODUCT_APPLIED,CHEMICAL_NAME,POUNDS_CHEMICAL_APPLIED,AMOUNT_TREATED,UNIT_TREATED,AERIAL_GROUND_INDICATOR
NO,2018,5-Jun-18,SANTA BARBARA,42S10N33W07,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,2444.037,CHLOROPICRIN,1383.324942,9,A,F
NO,2018,3-Oct-18,SANTA BARBARA,42S10N33W07,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,3666.0555,CHLOROPICRIN,2074.987413,13.5,A,F
NO,2018,2-Oct-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,6517.432,CHLOROPICRIN,3688.866512,24,A,F
NO,2018,8-Oct-18,SANTA BARBARA,42S10N33W27,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,19487.1216,CHLOROPICRIN,11029.71083,71.76,A,F
NO,2018,14-Aug-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,7055.1201,CHLOROPICRIN,3993.197977,25.98,A,F
NO,2018,21-Sep-18,SANTA BARBARA,42S10N34W13,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,26116.9557,CHLOROPICRIN,14782.19693,88.48,A,F
NO,2018,9-Oct-18,SANTA BARBARA,42S10N33W30,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,8191.066,CHLOROPICRIN,4636.143356,27.75,A,F
NO,2018,21-Sep-18,SANTA BARBARA,42S10N33W33,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,10331.0743,CHLOROPICRIN,5847.388054,35,A,F
NO,2018,15-Aug-18,SANTA BARBARA,42S10N33W18,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,27155.9666,CHLOROPICRIN,15370.2771,100,A,F
NO,2018,17-Sep-18,SANTA BARBARA,42S10N33W17,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,10590.827,CHLOROPICRIN,5994.408082,39,A,F
NO,2018,19-Sep-18,SANTA BARBARA,42S10N33W33,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,7364.5801,CHLOROPICRIN,4168.352337,24.95,A,F
NO,2018,19-Sep-18,SANTA BARBARA,42S10N33W29,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,38275.1542,CHLOROPICRIN,21663.73728,129.67,A,F
NO,2018,21-Sep-18,SANTA BARBARA,42S10N34W22,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,6517.432,CHLOROPICRIN,3688.866512,24,A,F
NO,2018,10-May-18,SANTA BARBARA,42S09N33W07,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,3246.9091,CHLOROPICRIN,1837.750551,11,A,F
NO,2018,30-Jun-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,3752.9546,CHLOROPICRIN,2124.172304,13.82,A,F
NO,2018,10-Aug-18,SANTA BARBARA,42S10N34W22,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,11677.0656,CHLOROPICRIN,6609.21913,43,A,F
NO,2018,10-Oct-18,SANTA BARBARA,42S10N33W27,STRAWBERRY (ALL OR UNSPEC),PIC-CLOR 60 EC,4627.3767,CHLOROPICRIN,2619.095212,17.04,A,F
NO,2018,24-Sep-18,SANTA BARBARA,42S10N33W30,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR,29190,CHLOROPICRIN,28898.1,97.3,A,F
NO,2018,25-Sep-18,SANTA BARBARA,42S10N33W30,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR,1200,CHLOROPICRIN,1188,4,A,F
NO,2018,3-Oct-18,SANTA BARBARA,42S10N33W32,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,700,CHLOROPICRIN,658,3.5,A,F
NO,2018,22-Oct-18,SANTA BARBARA,42S09N33W06,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,7200,CHLOROPICRIN,6768,36,A,F
NO,2018,12-Oct-18,SANTA BARBARA,42S10N33W28,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,1450,CHLOROPICRIN,1363,7.25,A,F
NO,2018,10-Oct-18,SANTA BARBARA,42S09N33W07,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,21796,CHLOROPICRIN,20488.24,108.98,A,F
NO,2018,6-Oct-18,SANTA BARBARA,42S09N33W07,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,11198,CHLOROPICRIN,10526.12,55.99,A,F
NO,2018,15-Sep-18,SANTA BARBARA,42S10N33W20,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,2400,CHLOROPICRIN,2256,12,A,F
NO,2018,25-Sep-18,SANTA BARBARA,42S10N33W20,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,10000,CHLOROPICRIN,9400,50,A,F
NO,2018,29-Sep-18,SANTA BARBARA,42S10N34W22,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,8200,CHLOROPICRIN,7708,41,A,F
NO,2018,24-Sep-18,SANTA BARBARA,42S10N34W24,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,26550,CHLOROPICRIN,24957,132.75,A,F
NO,2018,25-Sep-18,SANTA BARBARA,42S10N34W13,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,21600,CHLOROPICRIN,20304,90,A,F
NO,2018,8-Oct-18,SANTA BARBARA,42S10N34W25,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,3800,CHLOROPICRIN,3572,19,A,F
NO,2018,10-Oct-18,SANTA BARBARA,42S10N34W25,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,2800,CHLOROPICRIN,2632,14,A,F
NO,2018,4-Sep-18,SANTA BARBARA,42S10N33W32,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,3800,CHLOROPICRIN,3572,19,A,F
NO,2018,8-Sep-18,SANTA BARBARA,42S10N34W13,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,1200,CHLOROPICRIN,1128,5,A,F
NO,2018,2-Oct-18,SANTA BARBARA,42S10N33W07,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,2025,CHLOROPICRIN,1903.5,6.75,A,F
NO,2018,28-Dec-18,SANTA BARBARA,42S09N33W06,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,10400,CHLOROPICRIN,9776,52,A,F
NO,2018,23-Feb-18,SANTA BARBARA,42S09N34W01,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,13323.75,CHLOROPICRIN,12524.325,80.75,A,F
NO,2018,25-May-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,12600,CHLOROPICRIN,11844,42,A,F
NO,2018,8-Sep-18,SANTA BARBARA,42S10N33W18,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,2160,CHLOROPICRIN,2030.4,9,A,F
NO,2018,1-Oct-18,SANTA BARBARA,42S10N34W25,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,10400,CHLOROPICRIN,9776,52,A,F
NO,2018,1-Oct-18,SANTA BARBARA,42S10N34W13,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,7200,CHLOROPICRIN,6768,30,A,F
NO,2018,9-Oct-18,SANTA BARBARA,42S10N34W25,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,1100,CHLOROPICRIN,1034,5.5,A,F
NO,2018,11-Oct-18,SANTA BARBARA,42S10N33W30,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,6800,CHLOROPICRIN,6392,34,A,F
NO,2018,29-Oct-18,SANTA BARBARA,42S10N33W16,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,6800,CHLOROPICRIN,6392,34,A,F
NO,2018,12-Oct-18,SANTA BARBARA,42S10N34W25,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,9225,CHLOROPICRIN,8671.5,61.5,A,F
NO,2018,8-Jun-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,3000,CHLOROPICRIN,2820,10,A,F
NO,2018,7-Oct-18,SANTA BARBARA,42S10N34W25,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,4800,CHLOROPICRIN,4512,24,A,F
NO,2018,8-Oct-18,SANTA BARBARA,42S10N33W27,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,3400,CHLOROPICRIN,3196,17,A,F
NO,2018,20-Oct-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,4800,CHLOROPICRIN,4512,24,A,F
NO,2018,13-Aug-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,4800,CHLOROPICRIN,4512,24,A,F
NO,2018,28-Sep-18,SANTA BARBARA,42S10N33W21,STRAWBERRY (ALL OR UNSPEC),TRI-CLOR EC FUMIGANT,10800,CHLOROPICRIN,10152,45,A,F
