ADJUVANT,YEAR,DATE,COUNTY NAME,COMTRS,SITE NAME,PRODUCT NAME,POUNDS PRODUCT APPLIED,CHEMICAL NAME,POUNDS CHEMICAL APPLIED,AMOUNT TREATED,UNIT TREATED,AERIAL GROUND INDICATOR
NO,2012,10-Jun-12,SANTA BARBARA,42S04N30W02,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,42.588,MINERAL OIL,41.73624,2.5,A,G
NO,2012,13-Sep-12,SANTA BARBARA,42S04N26W11,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,5,A,G
NO,2012,3-Aug-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,17.745,MINERAL OIL,17.3901,2,A,G
NO,2012,20-Jun-12,SANTA BARBARA,42S05N30W19,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,47.0597,MINERAL OIL,46.118506,5.3,A,A
NO,2012,14-Jun-12,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,30,A,A
NO,2012,28-Jul-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,17.745,MINERAL OIL,17.3901,1,A,G
NO,2012,24-Sep-12,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,20,A,A
NO,2012,1-Aug-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,17.745,MINERAL OIL,17.3901,3,A,G
NO,2012,2-Aug-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,17.745,MINERAL OIL,17.3901,3,A,G
NO,2012,21-Jun-12,SANTA BARBARA,42S05N30W36,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,766.5832,MINERAL OIL,751.251536,96,A,A
NO,2012,21-May-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,851.7592,MINERAL OIL,834.724016,40,A,A
NO,2012,5-Jun-12,SANTA BARBARA,42S04N27W04,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,193.0654,MINERAL OIL,189.204092,6.8,A,G
NO,2012,26-Jul-12,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,745.2893,MINERAL OIL,730.383514,35,A,A
NO,2012,22-Aug-12,SANTA BARBARA,42S04N28W05,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,383.2916,MINERAL OIL,375.625768,18,A,A
NO,2012,29-Jul-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,35.49,MINERAL OIL,34.7802,2,A,G
NO,2012,1-Jun-12,SANTA BARBARA,42S04N29W12,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,223.5868,MINERAL OIL,219.115064,4.5,A,G
NO,2012,21-Jun-12,SANTA BARBARA,42S05N30W36,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,487.0643,MINERAL OIL,477.323014,61,A,A
NO,2012,14-May-12,SANTA BARBARA,42S04N25W07,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,369.0956,MINERAL OIL,361.713688,52,A,A
NO,2012,20-Jun-12,SANTA BARBARA,42S04N25W24,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,319.4097,MINERAL OIL,313.021506,15,A,A
NO,2012,5-Sep-12,SANTA BARBARA,42S05N28W36,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,149.0579,MINERAL OIL,146.076742,3,A,G
NO,2012,30-Jul-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,53.2349,MINERAL OIL,52.170202,3,A,G
NO,2012,14-May-12,SANTA BARBARA,42S04N26W16,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,958.2291,MINERAL OIL,939.064518,45,A,A
NO,2012,7-Jun-12,SANTA BARBARA,42S05N29W33,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,20,A,A
NO,2012,7-Jun-12,SANTA BARBARA,42S04N29W09,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,6068.784,MINERAL OIL,5947.40832,285,A,A
NO,2012,14-May-12,SANTA BARBARA,42S05N28W34,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,3619.9764,MINERAL OIL,3547.576872,170,A,A
NO,2012,24-Sep-12,SANTA BARBARA,42S05N30W30,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,576.357,MINERAL OIL,564.82986,40.6,A,A
NO,2012,21-May-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,30,A,A
NO,2012,27-Jul-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,35.49,MINERAL OIL,34.7802,2,A,G
NO,2012,14-Jun-12,SANTA BARBARA,42S04N29W04,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,119.2463,MINERAL OIL,116.861374,20,A,G
NO,2012,21-Jun-12,SANTA BARBARA,42S05N30W36,AVOCADO (ALL OR UNSPEC),IAP ORGANIC SUMMER 415 SPRAY OIL,1541.1162,MINERAL OIL,1510.293876,193,A,A
NO,2012,7-Jun-12,SANTA BARBARA,42S05N28W31,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,446.5438,MINERAL OIL,437.612924,63,A,A
NO,2012,11-May-12,SANTA BARBARA,42S05N28W33,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,2839.1972,MINERAL OIL,2782.413256,200,A,A
NO,2012,9-Nov-12,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,248.4298,MINERAL OIL,243.461204,12,A,G
NO,2012,20-Jun-12,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,70.9799,MINERAL OIL,69.560302,4,A,G
NO,2012,1-Nov-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,35.44,MINERAL OIL,34.7312,2,A,G
NO,2012,15-Jun-12,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,637.9197,MINERAL OIL,625.161306,45,A,G
NO,2012,13-Jun-12,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,57.8235,MINERAL OIL,56.66703,4,A,A
NO,2012,16-Aug-12,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,122.875,MINERAL OIL,120.4175,8,A,G
NO,2012,26-Jul-12,SANTA BARBARA,42S04N25W25,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,3.9754,MINERAL OIL,3.895892,1,A,G
NO,2012,13-Jun-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,115.6471,MINERAL OIL,113.334158,10,A,G
NO,2012,12-Jun-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,578.2353,MINERAL OIL,566.670594,47,A,G
NO,2012,14-May-12,SANTA BARBARA,42S05N28W36,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,144.5588,MINERAL OIL,141.667624,5,A,G
NO,2012,15-May-12,SANTA BARBARA,42S04N28W23,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,28.9118,MINERAL OIL,28.333564,1,A,G
NO,2012,6-Jun-12,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,231.2941,MINERAL OIL,226.668218,16,A,G
NO,2012,11-Jun-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,130.1029,MINERAL OIL,127.500842,12,A,G
NO,2012,20-Jun-12,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,18.0699,MINERAL OIL,17.708502,1,A,G
NO,2012,16-Jun-12,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,108.4191,MINERAL OIL,106.250718,6,A,G
NO,2012,1-Jun-12,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,874.1472,MINERAL OIL,856.664256,53.75,A,A
NO,2012,21-May-12,SANTA BARBARA,42S04N28W08,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,137.3309,MINERAL OIL,134.584282,4,A,G
NO,2012,28-Sep-12,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,60.7147,MINERAL OIL,59.500406,5.25,A,G
NO,2012,22-Jun-12,SANTA BARBARA,42S04N25W10,AVOCADO (ALL OR UNSPEC),OMNI OIL 6-E,325.2573,MINERAL OIL,318.752154,30,A,A
NO,2012,20-Jun-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,871.0639,MINERAL OIL,853.642622,21,A,G
NO,2012,25-Jun-12,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,622.1885,MINERAL OIL,609.74473,15,A,G
NO,2012,7-Jun-12,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,331.8339,MINERAL OIL,325.197222,12,A,G
NO,2012,17-Sep-12,SANTA BARBARA,42S07N33W18,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,577.1024,MINERAL OIL,565.560352,40,A,A
NO,2012,26-Jun-12,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,14.4276,MINERAL OIL,14.139048,1,A,G
NO,2012,31-May-12,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,100.9929,MINERAL OIL,98.973042,5,A,G
NO,2012,27-Jun-12,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,72.1378,MINERAL OIL,70.695044,3,A,G
NO,2012,1-Jun-12,SANTA BARBARA,42S04N28W10,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,100.9929,MINERAL OIL,98.973042,5,A,G
NO,2012,11-Jun-12,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,198.379,MINERAL OIL,194.41142,9,A,G
NO,2012,18-Jun-12,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,72.1378,MINERAL OIL,70.695044,5,A,G
NO,2012,12-Jun-12,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,324.6201,MINERAL OIL,318.127698,15,A,A
NO,2012,12-Jun-12,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,28.8551,MINERAL OIL,28.277998,2,A,G
NO,2012,18-Jun-12,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),OMNI SUPREME SPRAY,207.3962,MINERAL OIL,203.248276,5,A,G
NO,2012,29-Feb-12,SANTA BARBARA,42S04N30W04,BEANS (ALL OR UNSPEC),ORGANIC JMS STYLET-OIL,0.9035,MINERAL OIL,0.8772985,0.5,A,G
N/A,2012,10-Jul-12,SANTA BARBARA,42S10N34W17,"BEANS, DRIED-TYPE",MONTEREY CROP OIL,8.9974,N/A,N/A,10,A,G
N/A,2012,10-Jul-12,SANTA BARBARA,42S10N34W17,"BEANS, DRIED-TYPE",MONTEREY CROP OIL,10.3651,N/A,N/A,11.5,A,G
N/A,2012,11-Jul-12,SANTA BARBARA,42S10N34W17,"BEANS, DRIED-TYPE",MONTEREY CROP OIL,7.198,N/A,N/A,8,A,G
N/A,2012,11-Jul-12,SANTA BARBARA,42S10N34W17,"BEANS, DRIED-TYPE",MONTEREY CROP OIL,8.9974,N/A,N/A,10,A,G
N/A,2012,17-Jul-12,SANTA BARBARA,42S10N34W32,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,4.165,N/A,N/A,2,A,G
N/A,2012,1-Aug-12,SANTA BARBARA,42S10N34W32,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,4.165,N/A,N/A,2,A,G
N/A,2012,2-May-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,15-May-12,SANTA BARBARA,42S10N34W32,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,0.833,N/A,N/A,2,A,G
N/A,2012,11-May-12,SANTA BARBARA,42S09N34W05,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,1.666,N/A,N/A,4,A,G
N/A,2012,17-Jul-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,24-May-12,SANTA BARBARA,42S09N33W06,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2012,7-May-12,SANTA BARBARA,42S09N33W06,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2012,7-May-12,SANTA BARBARA,42S09N33W06,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2012,19-Jun-12,SANTA BARBARA,42S10N34W32,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,3.332,N/A,N/A,2,A,G
N/A,2012,18-Jul-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,6.2475,N/A,N/A,3,A,G
N/A,2012,8-May-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2012,4-May-12,SANTA BARBARA,42S09N33W06,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,8.33,N/A,N/A,4,A,G
N/A,2012,29-Jun-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,7-Aug-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,1-Aug-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,10-Jul-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,13-Aug-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,23-Aug-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,7.3304,N/A,N/A,3.5,A,G
N/A,2012,2-May-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,12-Jun-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,6-Jul-12,SANTA BARBARA,42S10N34W33,"BEANS, SUCCULENT (OTHER THAN LIMA)",PHT CROP OIL CONCENTRATE CA,10.4125,N/A,N/A,5,A,G
N/A,2012,27-Mar-12,SANTA BARBARA,42S06N31W06,"BEETS, GENERAL",MILLER NU FILM P,0.4619,N/A,N/A,2,A,G
N/A,2012,8-Mar-12,SANTA BARBARA,42S06N31W06,"BEETS, GENERAL",MILLER NU FILM P,0.4619,N/A,N/A,2,A,G
N/A,2012,17-Apr-12,SANTA BARBARA,42S10N34W04,"BEETS, GENERAL",SUSTAIN,4.3877,N/A,N/A,2.27,A,G
N/A,2012,9-Apr-12,SANTA BARBARA,42S10N34W04,"BEETS, GENERAL",SUSTAIN,1.6935,N/A,N/A,0.88,A,G
N/A,2012,9-Apr-12,SANTA BARBARA,42S10N34W04,"BEETS, GENERAL",SUSTAIN,3.387,N/A,N/A,1.76,A,G
N/A,2012,18-Aug-12,SANTA BARBARA,42S10N32W19,BLACKBERRY,MILLER NU FILM P,0.3079,N/A,N/A,1.4,A,G
N/A,2012,22-Dec-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,MILLER NU FILM P,6.4661,N/A,N/A,18,A,G
N/A,2012,6-Oct-12,SANTA BARBARA,42S10N32W19,BLACKBERRY,MILLER NU FILM P,0.154,N/A,N/A,0.58,A,G
NO,2012,30-Jun-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,86.7353,MINERAL OIL,84.2199763,12,A,G
NO,2012,4-Jun-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,92.084,MINERAL OIL,89.413564,6.37,A,G
NO,2012,28-Sep-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,101.1912,MINERAL OIL,98.2566552,7,A,G
NO,2012,13-Nov-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,101.1912,MINERAL OIL,98.2566552,7,A,G
NO,2012,15-Jun-12,SANTA BARBARA,42S08N34W15,BLACKBERRY,ORGANIC JMS STYLET-OIL,21.6838,MINERAL OIL,21.0549698,3,A,G
NO,2012,16-Jun-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,86.7353,MINERAL OIL,84.2199763,6,A,G
NO,2012,27-Jul-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,43.3676,MINERAL OIL,42.1099396,6,A,G
NO,2012,12-Aug-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,187.9265,MINERAL OIL,182.4766315,13,A,G
NO,2012,6-Jun-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,92.084,MINERAL OIL,89.413564,6.37,A,G
NO,2012,25-Aug-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,101.1912,MINERAL OIL,98.2566552,7,A,G
NO,2012,26-May-12,SANTA BARBARA,42S08N34W15,BLACKBERRY,ORGANIC JMS STYLET-OIL,73.8696,MINERAL OIL,71.7273816,10.22,A,G
NO,2012,24-Apr-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,85.7957,MINERAL OIL,83.3076247,11.87,A,G
NO,2012,24-Mar-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,171.5913,MINERAL OIL,166.6151523,11.87,A,G
NO,2012,24-Apr-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,46.042,MINERAL OIL,44.706782,6.37,A,G
NO,2012,12-May-12,SANTA BARBARA,42S08N34W15,BLACKBERRY,ORGANIC JMS STYLET-OIL,43.3676,MINERAL OIL,42.1099396,6,A,G
NO,2012,8-Sep-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,101.1912,MINERAL OIL,98.2566552,7,A,G
NO,2012,27-Oct-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,202.3823,MINERAL OIL,196.5132133,14,A,G
NO,2012,15-Jun-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,173.4706,MINERAL OIL,168.4399526,12,A,G
NO,2012,30-Jun-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,115.6471,MINERAL OIL,112.2933341,8,A,G
NO,2012,29-Mar-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,48.5718,MINERAL OIL,47.1632178,6.72,A,G
NO,2012,18-Aug-12,SANTA BARBARA,42S09N33W09,BLACKBERRY,ORGANIC JMS STYLET-OIL,50.5956,MINERAL OIL,49.1283276,7,A,G
NO,2012,24-Feb-12,SANTA BARBARA,42S10N33W33,BLACKBERRY,PIC-CLOR 60,8636.544,"1,3-DICHLOROPROPENE",3368.25216,24,A,F
NO,2012,28-Oct-12,SANTA BARBARA,42S10N33W33,BLACKBERRY,PIC-CLOR 60,10111.9536,"1,3-DICHLOROPROPENE",3943.661904,28.1,A,F
NO,2012,20-Nov-12,SANTA BARBARA,42S09N32W06,BLACKBERRY,PIC-CLOR 60,3358.656,"1,3-DICHLOROPROPENE",1309.87584,10,A,F
NO,2012,24-Feb-12,SANTA BARBARA,42S10N33W33,BLACKBERRY,PIC-CLOR 60,8636.544,CHLOROPICRIN,5147.380224,24,A,F
NO,2012,20-Nov-12,SANTA BARBARA,42S09N32W06,BLACKBERRY,PIC-CLOR 60,3358.656,CHLOROPICRIN,2001.758976,10,A,F
NO,2012,28-Oct-12,SANTA BARBARA,42S10N33W33,BLACKBERRY,PIC-CLOR 60,10111.9536,CHLOROPICRIN,6026.724346,28.1,A,F
NO,2012,16-Nov-12,SANTA BARBARA,42S10N33W17,BLACKBERRY,TRI-CON 50/50,6380,CHLOROPICRIN,3170.86,23.5,A,G
N/A,2012,19-Mar-12,SANTA BARBARA,42S09N33W07,BLUEBERRY,MILLER NU FILM P,0.9045,N/A,N/A,8.25,A,G
N/A,2012,17-Apr-12,SANTA BARBARA,42S09N33W07,BLUEBERRY,MILLER NU FILM P,0.0096,N/A,N/A,0.68,A,G
NO,2012,25-May-12,SANTA BARBARA,42S04N25W34,BLUEBERRY,OMNI OIL 6-E,17.3471,MINERAL OIL,17.000158,15.25,A,G
NO,2012,23-Apr-12,SANTA BARBARA,42S04N26W24,BLUEBERRY,OMNI OIL 6-E,46.2588,MINERAL OIL,45.333624,40,A,G
NO,2012,19-Apr-12,SANTA BARBARA,42S04N25W34,BLUEBERRY,OMNI OIL 6-E,36.8625,MINERAL OIL,36.12525,32.06,A,G
NO,2012,28-May-12,SANTA BARBARA,42S04N25W34,BLUEBERRY,OMNI OIL 6-E,36.8625,MINERAL OIL,36.12525,32.06,A,G
NO,2012,17-Apr-12,SANTA BARBARA,42S04N25W34,BLUEBERRY,OMNI OIL 6-E,17.3471,MINERAL OIL,17.000158,15.25,A,G
