Query returned the following data:,,,,,,,,,,,,
,,,,,,,,,,,,
There are 2562 records returned.,,,,,,,,,,,,
,,,,,,,,,,,,
ADJUVANT,YEAR,DATE,COUNTY NAME,COMTRS,SITE NAME,PRODUCT NAME,POUNDS PRODUCT APPLIED,CHEMICAL NAME,POUNDS CHEMICAL APPLIED,AMOUNT TREATED,UNIT TREATED,AERIAL GROUND INDICATOR
NO,2017,30-May-17,SANTA BARBARA,42S04N29W01,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,1107.2869,MINERAL OIL,1085.141162,52,A,A
NO,2017,30-May-17,SANTA BARBARA,42S04N25W24,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,361.9976,MINERAL OIL,354.757648,17,A,A
NO,2017,30-May-17,SANTA BARBARA,42S05N28W34,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,1242.1488,MINERAL OIL,1217.305824,87.5,A,A
NO,2017,5-Jun-17,SANTA BARBARA,42S05N30W36,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,681.4073,MINERAL OIL,667.779154,32,A,A
NO,2017,17-May-17,SANTA BARBARA,42S04N29W10,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,1895.1641,MINERAL OIL,1857.260818,89,A,A
NO,2017,17-May-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,574.9374,MINERAL OIL,563.438652,27,A,A
NO,2017,19-May-17,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,425.8796,MINERAL OIL,417.362008,20,A,A
NO,2017,22-May-17,SANTA BARBARA,42S04N25W07,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,4290.7368,MINERAL OIL,4204.922064,195,A,A
NO,2017,22-May-17,SANTA BARBARA,42S04N29W09,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,2129.3979,MINERAL OIL,2086.809942,100,A,A
NO,2017,29-May-17,SANTA BARBARA,42S05N30W19,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,56.7839,MINERAL OIL,55.648222,4,A,A
NO,2017,2-Jun-17,SANTA BARBARA,42S04N26W15,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,10.647,MINERAL OIL,10.43406,1,A,G
NO,2017,9-Jun-17,SANTA BARBARA,42S04N28W09,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,63.8819,MINERAL OIL,62.604262,1.5,A,G
NO,2017,6-Jun-17,SANTA BARBARA,42S05N30W36,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,3577.3885,MINERAL OIL,3505.84073,168,A,A
NO,2017,28-Jun-17,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,894.3471,MINERAL OIL,876.460158,42,A,A
NO,2017,7-Sep-17,SANTA BARBARA,42S04N29W07,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,1419.5986,MINERAL OIL,1391.206628,200,A,A
NO,2017,19-Apr-17,SANTA BARBARA,42S04N27W19,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,70.9799,MINERAL OIL,69.560302,2,A,G
NO,2017,24-May-17,SANTA BARBARA,42S04N29W04,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,212.9398,MINERAL OIL,208.681004,10,A,A
NO,2017,12-Jun-17,SANTA BARBARA,42S04N26W16,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,45,A,A
NO,2017,16-Jun-17,SANTA BARBARA,42S05N31W36,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,170.3518,MINERAL OIL,166.944764,8,A,A
NO,2017,1-Jun-17,SANTA BARBARA,42S04N29W04,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,42.588,MINERAL OIL,41.73624,2,A,G
NO,2017,13-Jun-17,SANTA BARBARA,42S05N30W32,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,70.9799,MINERAL OIL,69.560302,2,A,G
NO,2017,9-Jun-17,SANTA BARBARA,42S04N28W16,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,596.2314,MINERAL OIL,584.306772,12,A,G
NO,2017,19-Jul-17,SANTA BARBARA,42S04N28W01,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,28.392,MINERAL OIL,27.82416,1,A,G
NO,2017,14-Jul-17,SANTA BARBARA,42S04N26W15,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,283.9197,MINERAL OIL,278.241306,10,A,G
NO,2017,17-May-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,638.8194,MINERAL OIL,626.043012,30,A,A
NO,2017,17-May-17,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,454.2716,MINERAL OIL,445.186168,32,A,A
NO,2017,31-May-17,SANTA BARBARA,42S05N28W34,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,1242.1488,MINERAL OIL,1217.305824,87.5,A,A
NO,2017,8-Jun-17,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,312.3117,MINERAL OIL,306.065466,22,A,A
NO,2017,2-Jun-17,SANTA BARBARA,42S04N30W01,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,1916.4581,MINERAL OIL,1878.128938,90,A,A
NO,2017,30-May-17,SANTA BARBARA,42S08N34W11,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,959.6487,MINERAL OIL,940.455726,90.13,A,A
NO,2017,30-May-17,SANTA BARBARA,42S09N34W34,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,880.719,MINERAL OIL,863.10462,82.72,A,A
NO,2017,18-May-17,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,85.1759,MINERAL OIL,83.472382,6,A,A
NO,2017,31-May-17,SANTA BARBARA,42S04N28W04,AVOCADO (ALL OR UNSPEC),IAP SUMMER 415 SPRAY OIL,298.1157,MINERAL OIL,292.153386,14,A,A
NO,2017,26-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,7.098,MINERAL OIL,6.95604,0.5,A,G
NO,2017,18-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,21-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,7-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,8-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,14-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,29-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,28-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,20-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,7-Jun-17,SANTA BARBARA,42S04N25W23,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,749.5557,MINERAL OIL,734.564586,47,A,A
NO,2017,6-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,18-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,7.098,MINERAL OIL,6.95604,0.5,A,G
NO,2017,24-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,26-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,28-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,28-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,7.098,MINERAL OIL,6.95604,0.5,A,G
NO,2017,23-Jun-17,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,106.4699,MINERAL OIL,104.340502,7.5,A,G
NO,2017,19-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,21-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,24-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,25-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,25-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,28-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,20-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,21-Jun-17,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,893.0876,MINERAL OIL,875.225848,42,A,A
NO,2017,19-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,19-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,21-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,24-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,27-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,2-Jun-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,552.8638,MINERAL OIL,541.806524,21,A,G
NO,2017,13-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,15-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,9-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,27-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,24-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,26-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,27-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,7.098,MINERAL OIL,6.95604,0.5,A,G
NO,2017,28-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,16-Jun-17,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,248.0799,MINERAL OIL,243.118302,7,A,G
NO,2017,22-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,30-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,17-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,21-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,17-Jun-17,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,481.9838,MINERAL OIL,472.344124,8.5,A,G
NO,2017,21-Jun-17,SANTA BARBARA,42S04N28W03,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.176,MINERAL OIL,13.89248,2.1,A,G
NO,2017,17-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,14.196,MINERAL OIL,13.91208,1,A,G
NO,2017,19-Apr-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),LEAF LIFE GAVICIDE GREEN 415,7.098,MINERAL OIL,6.95604,0.5,A,G
N/A,2017,2-Aug-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2.5,A,G
N/A,2017,26-Jun-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2.5,A,G
N/A,2017,27-Jun-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.056,N/A,N/A,1,A,G
N/A,2017,19-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,28-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,1-Aug-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,31-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2.5,A,G
N/A,2017,18-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,21-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,24-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2.5,A,G
N/A,2017,28-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,31-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2.5,A,G
N/A,2017,1-Aug-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,2-Aug-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,17-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,27-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
N/A,2017,27-Jul-17,SANTA BARBARA,42S04N25W28,AVOCADO (ALL OR UNSPEC),MILLER NU FILM P,0.1119,N/A,N/A,2,A,G
NO,2017,26-May-17,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,681.4073,MINERAL OIL,667.779154,32,A,A
NO,2017,26-May-17,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,212.9398,MINERAL OIL,208.681004,15,A,A
NO,2017,18-May-17,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,141.9599,MINERAL OIL,139.120702,10,A,A
NO,2017,10-May-17,SANTA BARBARA,42S05N28W33,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,3520.6045,MINERAL OIL,3450.19241,248,A,A
NO,2017,26-May-17,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,106.4699,MINERAL OIL,104.340502,5,A,A
NO,2017,12-Jun-17,SANTA BARBARA,42S04N25W07,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,248.4298,MINERAL OIL,243.461204,35,A,A
NO,2017,25-Aug-17,SANTA BARBARA,42S04N25W07,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,397.4876,MINERAL OIL,389.537848,35,A,A
NO,2017,15-May-17,SANTA BARBARA,42S05N30W30,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,248.4298,MINERAL OIL,243.461204,35,A,A
NO,2017,17-May-17,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,170.3518,MINERAL OIL,166.944764,3,A,G
NO,2017,15-May-17,SANTA BARBARA,42S04N28W06,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,955.3899,MINERAL OIL,936.282102,67.3,A,A
NO,2017,24-May-17,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,212.9398,MINERAL OIL,208.681004,10,A,G
NO,2017,31-May-17,SANTA BARBARA,42S05N28W31,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,390.3896,MINERAL OIL,382.581808,55,A,A
NO,2017,17-May-17,SANTA BARBARA,42S04N28W06,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,383.2916,MINERAL OIL,375.625768,13.5,A,G
NO,2017,17-Jun-17,SANTA BARBARA,42S04N25W26,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,1384.1086,MINERAL OIL,1356.426428,19.5,A,G
NO,2017,21-Jun-17,SANTA BARBARA,42S04N25W27,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,596.2314,MINERAL OIL,584.306772,42,A,A
NO,2017,18-May-17,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,308.7627,MINERAL OIL,302.587446,14.5,A,A
NO,2017,19-May-17,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,202.2928,MINERAL OIL,198.246944,5.7,A,G
NO,2017,9-May-17,SANTA BARBARA,42S04N26W12,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,431.558,MINERAL OIL,422.92684,38,A,A
NO,2017,26-May-17,SANTA BARBARA,42S04N25W19,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,127.7639,MINERAL OIL,125.208622,6,A,A
NO,2017,8-Jun-17,SANTA BARBARA,42S04N25W18,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,610.4274,MINERAL OIL,598.218852,43,A,A
NO,2017,9-May-17,SANTA BARBARA,42S05N28W33,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,3946.4841,MINERAL OIL,3867.554418,278,A,A
NO,2017,17-May-17,SANTA BARBARA,42S04N25W34,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,113.5679,MINERAL OIL,111.296542,8,A,A
NO,2017,18-May-17,SANTA BARBARA,42S04N26W05,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,283.9197,MINERAL OIL,278.241306,4,A,G
NO,2017,30-May-17,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,287.4687,MINERAL OIL,281.719326,13.5,A,A
NO,2017,26-May-17,SANTA BARBARA,42S04N25W20,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,127.7639,MINERAL OIL,125.208622,6,A,A
NO,2017,25-May-17,SANTA BARBARA,42S04N29W12,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,340.7037,MINERAL OIL,333.889626,7.5,A,G
NO,2017,17-May-17,SANTA BARBARA,42S04N25W35,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,287.4687,MINERAL OIL,281.719326,13.5,A,A
NO,2017,19-Apr-17,SANTA BARBARA,42S04N25W21,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,830.4652,MINERAL OIL,813.855896,39,A,A
NO,2017,24-Apr-17,SANTA BARBARA,42S04N28W02,AVOCADO (ALL OR UNSPEC),NARROW RANGE 415 SPRAY OIL,681.4073,MINERAL OIL,667.779154,12,A,G
