ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2015	04-JUN-15	SANTA BARBARA	42S05N30W36	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	3577.3885	MINERAL OIL	3505.84073	168	A	A
NO	2015	24-JUN-15	SANTA BARBARA	42S04N25W18	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	34.0704	MINERAL OIL	33.388992	2	A	G
NO	2015	11-MAY-15	SANTA BARBARA	42S04N28W16	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	177.4498	MINERAL OIL	173.900804	5	A	G
NO	2015	02-JUN-15	SANTA BARBARA	42S04N28W04	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	354.8997	MINERAL OIL	347.801706	10	A	G
NO	2015	20-JUN-15	SANTA BARBARA	42S05N27W32	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	553.6435	MINERAL OIL	542.57063	26	A	A
NO	2015	13-MAY-15	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	1192.4628	MINERAL OIL	1168.613544	56	A	A
NO	2015	11-MAY-15	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	425.8796	MINERAL OIL	417.362008	20	A	A
NO	2015	13-MAY-15	SANTA BARBARA	42S05N30W19	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	56.7839	MINERAL OIL	55.648222	4	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	85.1759	MINERAL OIL	83.472382	6	A	A
NO	2015	02-JUN-15	SANTA BARBARA	42S04N29W10	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	1746.1063	MINERAL OIL	1711.184174	82	A	A
NO	2015	19-MAY-15	SANTA BARBARA	42S04N29W01	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	1330.8737	MINERAL OIL	1304.256226	62.5	A	A
NO	2015	11-MAY-15	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	425.8796	MINERAL OIL	417.362008	20	A	A
NO	2015	07-AUG-15	SANTA BARBARA	42S04N29W12	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	212.9398	MINERAL OIL	208.681004	5	A	G
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	141.9599	MINERAL OIL	139.120702	10	A	A
NO	2015	26-AUG-15	SANTA BARBARA	42S04N25W07	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	745.2893	MINERAL OIL	730.383514	35	A	A
NO	2015	01-JUL-15	SANTA BARBARA	42S04N26W15	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	56.7839	MINERAL OIL	55.648222	8	A	G
NO	2015	01-JUL-15	SANTA BARBARA	42S04N26W15	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	70.9799	MINERAL OIL	69.560302	2	A	G
NO	2015	24-JUN-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	34.0704	MINERAL OIL	33.388992	1.5	A	G
NO	2015	11-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	851.7592	MINERAL OIL	834.724016	40	A	A
NO	2015	04-JUN-15	SANTA BARBARA	42S05N30W19	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	809.1712	MINERAL OIL	792.987776	57	A	A
NO	2015	16-JUN-15	SANTA BARBARA	42S05N30W30	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	35.49	MINERAL OIL	34.7802	4	A	G
NO	2015	20-MAY-15	SANTA BARBARA	42S04N28W09	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	74.5289	MINERAL OIL	73.038322	1.5	A	G
NO	2015	07-JUN-15	SANTA BARBARA	42S04N25W07	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	4290.7368	MINERAL OIL	4204.922064	195	A	A
NO	2015	04-JUN-15	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	890.0883	MINERAL OIL	872.286534	41.8	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	1171.1688	MINERAL OIL	1147.745424	55	A	A
NO	2015	02-JUN-15	SANTA BARBARA	42S05N30W36	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	681.4073	MINERAL OIL	667.779154	32	A	A
NO	2015	02-JUN-15	SANTA BARBARA	42S05N30W36	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	681.4073	MINERAL OIL	667.779154	32	A	A
NO	2015	03-JUN-15	SANTA BARBARA	42S05N30W32	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	74.5289	MINERAL OIL	73.038322	1.5	A	G
NO	2015	11-AUG-15	SANTA BARBARA	42S05N28W34	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	3449.6246	MINERAL OIL	3380.632108	162	A	A
NO	2015	11-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	851.7592	MINERAL OIL	834.724016	40	A	A
NO	2015	11-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	638.8194	MINERAL OIL	626.043012	30	A	A
NO	2015	13-MAY-15	SANTA BARBARA	42S04N30W01	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	894.3471	MINERAL OIL	876.460158	42	A	A
NO	2015	04-JUN-15	SANTA BARBARA	42S04N25W18	AVOCADO (ALL OR UNSPEC)	IAP SUMMER 415 SPRAY OIL	610.4274	MINERAL OIL	598.218852	43	A	A
NO	2015	30-OCT-15	SANTA BARBARA	42S08N34W11	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	1259.1118	MINERAL OIL	1233.929564	44.41	A	A
NO	2015	18-SEP-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	42.588	MINERAL OIL	41.73624	1.5	A	G
NO	2015	19-MAY-15	SANTA BARBARA	42S08N34W11	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	494.3169	MINERAL OIL	484.430562	34.87	A	G
NO	2015	20-MAY-15	SANTA BARBARA	42S09N34W34	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	357.3768	MINERAL OIL	350.229264	25.21	A	G
NO	2015	18-MAY-15	SANTA BARBARA	42S09N34W34	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	747.7837	MINERAL OIL	732.828026	52.75	A	A
NO	2015	21-SEP-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	42.588	MINERAL OIL	41.73624	1.5	A	G
NO	2015	06-MAY-15	SANTA BARBARA	42S05N28W31	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	772.5917	MINERAL OIL	757.139866	109	A	A
NO	2015	18-MAY-15	SANTA BARBARA	42S08N34W11	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	537.8372	MINERAL OIL	527.080456	37.94	A	A
NO	2015	14-AUG-15	SANTA BARBARA	42S04N25W23	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	24.808	MINERAL OIL	24.31184	3	A	G
NO	2015	04-JUN-15	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	70.9799	MINERAL OIL	69.560302	3	A	G
NO	2015	17-JUL-15	SANTA BARBARA	42S04N25W35	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	496.1598	MINERAL OIL	486.236604	7	A	G
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W23	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	754.8717	MINERAL OIL	739.774266	35.5	A	A
NO	2015	28-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	LEAF LIFE GAVICIDE GREEN 415	301.2399	MINERAL OIL	295.215102	8.5	A	G
NO	2015	23-MAY-15	SANTA BARBARA	42S04N25W35	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	177.3788	MINERAL OIL	173.831224	7	A	G
NO	2015	23-SEP-15	SANTA BARBARA	42S04N28W02	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	340.7037	MINERAL OIL	333.889626	12	A	G
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	170.3518	MINERAL OIL	166.944764	6	A	A
NO	2015	23-MAY-15	SANTA BARBARA	42S04N25W35	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	177.3788	MINERAL OIL	173.831224	7	A	G
NO	2015	25-APR-15	SANTA BARBARA	42S04N28W01	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	1259.184	MINERAL OIL	1234.00032	88.7	A	A
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	198.7438	MINERAL OIL	194.768924	7	A	A
NO	2015	27-MAY-15	SANTA BARBARA	42S04N25W26	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	319.4097	MINERAL OIL	313.021506	9	A	G
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	141.9599	MINERAL OIL	139.120702	5	A	A
NO	2015	29-JUN-15	SANTA BARBARA	42S04N25W26	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	298.1157	MINERAL OIL	292.153386	21	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	241.3318	MINERAL OIL	236.505164	8.5	A	A
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	301.6647	MINERAL OIL	295.631406	8.5	A	G
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	170.3518	MINERAL OIL	166.944764	6	A	A
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W35	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	248.4298	MINERAL OIL	243.461204	7	A	G
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	141.9599	MINERAL OIL	139.120702	5	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	794.9752	MINERAL OIL	779.075696	28	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	1660.9304	MINERAL OIL	1627.711792	78	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W34	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	202.2928	MINERAL OIL	198.246944	5.7	A	G
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	482.6635	MINERAL OIL	473.01023	17	A	A
NO	2015	02-JUN-15	SANTA BARBARA	42S04N25W23	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	212.9398	MINERAL OIL	208.681004	10	A	G
NO	2015	30-JUL-15	SANTA BARBARA	42S04N28W01	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	1178.2668	MINERAL OIL	1154.701464	83	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W34	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	28.392	MINERAL OIL	27.82416	2	A	G
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	170.3518	MINERAL OIL	166.944764	6	A	A
NO	2015	16-JUN-15	SANTA BARBARA	42S04N25W26	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	99.3719	MINERAL OIL	97.384462	7	A	A
NO	2015	27-MAY-15	SANTA BARBARA	42S04N25W26	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	319.4097	MINERAL OIL	313.021506	9	A	G
NO	2015	29-JUN-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	227.1358	MINERAL OIL	222.593084	16	A	A
NO	2015	29-JUN-15	SANTA BARBARA	42S04N28W01	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	185.9674	MINERAL OIL	182.248052	13.1	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	411.6836	MINERAL OIL	403.449928	14.5	A	A
NO	2015	30-MAY-15	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	312.3117	MINERAL OIL	306.065466	11	A	G
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	596.2314	MINERAL OIL	584.306772	42	A	A
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	212.372	MINERAL OIL	208.12456	8.5	A	G
NO	2015	01-JUN-15	SANTA BARBARA	42S04N25W23	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	141.9599	MINERAL OIL	139.120702	5	A	G
NO	2015	11-MAY-15	SANTA BARBARA	42S04N25W34	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	113.5679	MINERAL OIL	111.296542	8	A	A
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	425.8796	MINERAL OIL	417.362008	15	A	A
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	567.8394	MINERAL OIL	556.482612	20	A	A
NO	2015	04-JUN-15	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	141.9599	MINERAL OIL	139.120702	5	A	A
NO	2015	22-JUN-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	283.9197	MINERAL OIL	278.241306	10	A	A
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	170.3518	MINERAL OIL	166.944764	6	A	A
NO	2015	12-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	28.392	MINERAL OIL	27.82416	1	A	A
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	NARROW RANGE 415 SPRAY OIL	198.7438	MINERAL OIL	194.768924	7	A	A
NO	2015	22-JUN-15	SANTA BARBARA	42S04N28W08	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	86.7353	MINERAL OIL	85.000594	6	A	G
NO	2015	01-JUL-15	SANTA BARBARA	42S04N25W20	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	108.4191	MINERAL OIL	106.250718	4	A	G
NO	2015	10-JUN-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	260.2059	MINERAL OIL	255.001782	10	A	G
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	260.2059	MINERAL OIL	255.001782	16	A	G
NO	2015	05-JUN-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	332.4853	MINERAL OIL	325.835594	12	A	G
NO	2015	22-MAY-15	SANTA BARBARA	42S04N25W28	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	36.1397	MINERAL OIL	35.416906	2	A	G
NO	2015	08-MAY-15	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	32.5257	MINERAL OIL	31.875186	10	A	G
NO	2015	10-JUN-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	1156.4706	MINERAL OIL	1133.341188	47	A	G
NO	2015	29-MAY-15	SANTA BARBARA	42S04N25W25	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	180.6985	MINERAL OIL	177.08453	6	A	G
NO	2015	16-JUN-15	SANTA BARBARA	42S04N25W10	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	238.5221	MINERAL OIL	233.751658	22	A	A
NO	2015	06-JUL-15	SANTA BARBARA	42S04N28W23	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	36.1397	MINERAL OIL	35.416906	1	A	G
NO	2015	08-MAY-15	SANTA BARBARA	42S04N25W35	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	180.6985	MINERAL OIL	177.08453	6	A	G
NO	2015	10-JUN-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	50.5956	MINERAL OIL	49.583688	1.7	A	G
NO	2015	28-MAY-15	SANTA BARBARA	42S04N25W34	AVOCADO (ALL OR UNSPEC)	OMNI OIL 6-E	375.8529	MINERAL OIL	368.335842	16	A	G
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	461.6819	MINERAL OIL	452.448262	32	A	A
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	605.9575	MINERAL OIL	593.83835	21	A	G
NO	2015	20-MAY-15	SANTA BARBARA	42S04N25W19	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	144.2756	MINERAL OIL	141.390088	5	A	G
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	432.8268	MINERAL OIL	424.170264	15	A	G
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	324.6201	MINERAL OIL	318.127698	15	A	A
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	288.5512	MINERAL OIL	282.780176	10	A	G
NO	2015	21-MAY-15	SANTA BARBARA	42S04N25W27	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	86.5654	MINERAL OIL	84.834092	3	A	G
NO	2015	13-MAY-15	SANTA BARBARA	42S04N25W21	AVOCADO (ALL OR UNSPEC)	OMNI SUPREME SPRAY	259.6961	MINERAL OIL	254.502178	18	A	A
N/A	2015	26-MAY-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	05-AUG-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	13-JUN-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	12-MAY-15	SANTA BARBARA	42S10N34W36	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2015	10-AUG-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	23-JUL-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	17-JUL-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	22-JUN-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	02-JUN-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	30-MAY-15	SANTA BARBARA	42S10N34W36	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	10.4125	N/A	N/A	5	A	G
N/A	2015	11-JUL-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	19-MAY-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
N/A	2015	03-JUL-15	SANTA BARBARA	42S10N34W33	BEANS, SUCCULENT (OTHER THAN LIMA)	PHT CROP OIL CONCENTRATE CA	2.0825	N/A	N/A	2	A	G
NO	2015	02-JAN-15	SANTA BARBARA	42S06N30W19	BEETS, GENERAL	ORGANIC JMS STYLET-OIL	12.6489	MINERAL OIL	12.2820819	.85	A	G
NO	2015	10-OCT-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	2.0238	MINERAL OIL	1.9651098	.55	A	G
NO	2015	14-OCT-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	32.5257	MINERAL OIL	31.5824547	9	A	G
NO	2015	27-OCT-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	32.5257	MINERAL OIL	31.5824547	9	A	G
NO	2015	23-OCT-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	3.614	MINERAL OIL	3.509194	1	A	G
NO	2015	01-AUG-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	1.807	MINERAL OIL	1.754597	1	A	G
NO	2015	24-JUN-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	4.2645	MINERAL OIL	4.1408295	1.18	A	G
NO	2015	14-JUN-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	.506	MINERAL OIL	.491326	.55	A	G
NO	2015	16-JUL-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	1.0119	MINERAL OIL	.9825549	.55	A	G
NO	2015	21-JUL-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	3.614	MINERAL OIL	3.509194	2	A	G
NO	2015	22-JUL-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	8.3844	MINERAL OIL	8.1412524	4.63	A	G
NO	2015	24-SEP-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	7.2279	MINERAL OIL	7.0182909	2	A	G
NO	2015	13-SEP-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	2.1684	MINERAL OIL	2.1055164	1.18	A	G
NO	2015	02-OCT-15	SANTA BARBARA	42S08N33W25	BLACKBERRY	ORGANIC JMS STYLET-OIL	7.2279	MINERAL OIL	7.0182909	2	A	G
